qna_no,q_title,q_content,a_content,q_date,manager,a_date
178,상담,상담신청,"<p>[리본카 고객센터]</p><p>&nbsp;안녕하세요 고객님, 리본카 고객센터 입니다.&nbsp;</p><p>&nbsp;에누리 사이트를 통해 홈페이지에 중고차 구입 관련 상담요청 남겨주셔서 문자 드립니다.&nbsp;</p><p>&nbsp;자세한 상담을 위해 담당자가 전화드릴 예정이며, 현재 문의량이 많아 순차적으로 상담이 진행되는 점 양해 부탁드립니다.&nbsp;</p><p>&nbsp;</p><p>*카카오톡 플러스친구(@리본카)를 통해 통화 편하신 시간과 성함/ 연락처를 남겨주시면 고객님의 시간에 맞춰서 전화드리도록 하겠습니다.&nbsp;</p><p>&nbsp;</p><p>&nbsp;오늘도 행복한 하루 되시길 바랍니다. 감사합니다.&nbsp;</p><div><br></div>",오후 6:46:06,hanmh1028@autoplus.co.kr,오후 5:30:05
177,중고차,중고차,"<p>[리본카 고객센터]</p><p>&nbsp;안녕하세요 고객님, 리본카 고객센터 입니다.&nbsp;</p><p>&nbsp;에누리 사이트를 통해 홈페이지에 중고차 구입 관련 상담요청 남겨주셔서 문자 드립니다.&nbsp;</p><p>&nbsp;자세한 상담을 위해 담당자가 전화드릴 예정이며, 현재 문의량이 많아 순차적으로 상담이 진행되는 점 양해 부탁드립니다.&nbsp;</p><p>&nbsp;</p><p>*카카오톡 플러스친구(@리본카)를 통해 통화 편하신 시간과 성함/ 연락처를 남겨주시면 고객님의 시간에 맞춰서 전화드리도록 하겠습니다.&nbsp;</p><p>&nbsp;</p><p>&nbsp;오늘도 행복한 하루 되시길 바랍니다. 감사합니다.&nbsp;</p><div><br></div>",오후 6:46:00,hanmh1028@autoplus.co.kr,오후 5:30:15
176,상담 신청 합니다,상담신청 합니다,"<p>[리본카 고객센터]</p><p>&nbsp;안녕하세요 고객님, 리본카 고객센터 입니다.&nbsp;</p><p>&nbsp;에누리 사이트를 통해 홈페이지에 중고차 구입 관련 상담요청 남겨주셔서 문자 드립니다.&nbsp;</p><p>&nbsp;자세한 상담을 위해 담당자가 전화드릴 예정이며, 현재 문의량이 많아 순차적으로 상담이 진행되는 점 양해 부탁드립니다.&nbsp;</p><p>&nbsp;</p><p>*카카오톡 플러스친구(@리본카)를 통해 통화 편하신 시간과 성함/ 연락처를 남겨주시면 고객님의 시간에 맞춰서 전화드리도록 하겠습니다.&nbsp;</p><p>&nbsp;</p><p>&nbsp;오늘도 행복한 하루 되시길 바랍니다. 감사합니다.&nbsp;</p><div><br></div>",오후 6:45:51,hanmh1028@autoplus.co.kr,오후 5:30:24
175,상담,저렴한 차로 보고 있어요,"<p>[리본카 고객센터]</p><p>&nbsp;안녕하세요 고객님, 리본카 고객센터 입니다.&nbsp;</p><p>&nbsp;에누리 사이트를 통해 홈페이지에 중고차 구입 관련 상담요청 남겨주셔서 문자 드립니다.&nbsp;</p><p>&nbsp;자세한 상담을 위해 담당자가 전화드릴 예정이며, 현재 문의량이 많아 순차적으로 상담이 진행되는 점 양해 부탁드립니다.&nbsp;</p><p>&nbsp;</p><p>*카카오톡 플러스친구(@리본카)를 통해 통화 편하신 시간과 성함/ 연락처를 남겨주시면 고객님의 시간에 맞춰서 전화드리도록 하겠습니다.&nbsp;</p><p>&nbsp;</p><p>&nbsp;오늘도 행복한 하루 되시길 바랍니다. 감사합니다.&nbsp;</p><div><br></div>",오후 6:44:42,hanmh1028@autoplus.co.kr,오후 5:30:32
174,신청해요^^,좀 더 자세히 알고싶어요.,"<p>[리본카 고객센터]</p><p>&nbsp;안녕하세요 고객님, 리본카 고객센터 입니다.&nbsp;</p><p>&nbsp;에누리 사이트를 통해 홈페이지에 중고차 구입 관련 상담요청 남겨주셔서 문자 드립니다.&nbsp;</p><p>&nbsp;자세한 상담을 위해 담당자가 전화드릴 예정이며, 현재 문의량이 많아 순차적으로 상담이 진행되는 점 양해 부탁드립니다.&nbsp;</p><p>&nbsp;</p><p>*카카오톡 플러스친구(@리본카)를 통해 통화 편하신 시간과 성함/ 연락처를 남겨주시면 고객님의 시간에 맞춰서 전화드리도록 하겠습니다.&nbsp;</p><p>&nbsp;</p><p>&nbsp;오늘도 행복한 하루 되시길 바랍니다. 감사합니다.&nbsp;</p><div><br></div>",오후 6:44:26,hanmh1028@autoplus.co.kr,오후 5:30:42
173,문의합니다,상담 문의합니다,"<p>[리본카 고객센터]</p><p>&nbsp;안녕하세요 고객님, 리본카 고객센터 입니다.&nbsp;</p><p>&nbsp;에누리 사이트를 통해 홈페이지에 중고차 구입 관련 상담요청 남겨주셔서 문자 드립니다.&nbsp;</p><p>&nbsp;자세한 상담을 위해 담당자가 전화드릴 예정이며, 현재 문의량이 많아 순차적으로 상담이 진행되는 점 양해 부탁드립니다.&nbsp;</p><p>&nbsp;</p><p>*카카오톡 플러스친구(@리본카)를 통해 통화 편하신 시간과 성함/ 연락처를 남겨주시면 고객님의 시간에 맞춰서 전화드리도록 하겠습니다.&nbsp;</p><p>&nbsp;</p><p>&nbsp;오늘도 행복한 하루 되시길 바랍니다. 감사합니다.&nbsp;</p><div><br></div>",오후 6:44:13,hanmh1028@autoplus.co.kr,오후 5:30:51
172,중고차리스,금액이궁금합니다,"<p>[리본카 고객센터]</p><p><br></p><p>&nbsp;안녕하세요 고객님, 리본카 고객센터 입니다.&nbsp;</p><p>&nbsp;에누리 사이트를 통해 홈페이지에 중고차 구입 관련 상담요청 남겨주셔서 문자 드립니다.&nbsp;</p><p>&nbsp;자세한 상담을 위해 담당자가 전화드릴 예정이며, 현재 문의량이 많아 순차적으로 상담이 진행되는 점 양해 부탁드립니다.&nbsp;</p><p><br></p><p>&nbsp;*카카오톡 플러스친구(@리본카)를 통해 통화 편하신 시간과 성함/ 연락처를 남겨주시면 고객님의 시간에 맞춰서 전화드리도록 하겠습니다.&nbsp;</p><p>오늘도 행복한 하루 되시길 바랍니다. 감사합니다.&nbsp;</p>",오후 6:43:59,hanmh1028@autoplus.co.kr,오후 12:20:14
171,스파크 문의드립니다,"스파크 중고상태 궁금합니다
혹시 하자는 없는지 물먹은건 아닌지
구매시 혜택은 있는지 궁금합니다","<p>[리본카 고객센터]</p><p><br></p><p>&nbsp;안녕하세요 고객님, 리본카 고객센터 입니다.&nbsp;</p><p>&nbsp;에누리 사이트를 통해 홈페이지에 중고차 구입 관련 상담요청 남겨주셔서 문자 드립니다.&nbsp;</p><p>&nbsp;자세한 상담을 위해 담당자가 전화드릴 예정이며, 현재 문의량이 많아 순차적으로 상담이 진행되는 점 양해 부탁드립니다.&nbsp;</p><p><br></p><p>&nbsp;*카카오톡 플러스친구(@리본카)를 통해 통화 편하신 시간과 성함/ 연락처를 남겨주시면 고객님의 시간에 맞춰서 전화드리도록 하겠습니다.&nbsp;</p><p>오늘도 행복한 하루 되시길 바랍니다. 감사합니다.&nbsp;</p>",오후 6:43:57,hanmh1028@autoplus.co.kr,오후 12:20:44
170,문의합니다,견적및 서비스 문의합니다,"<p>[리본카 고객센터]</p><p><br></p><p>&nbsp;안녕하세요 고객님, 리본카 고객센터 입니다.&nbsp;</p><p>&nbsp;에누리 사이트를 통해 홈페이지에 중고차 구입 관련 상담요청 남겨주셔서 문자 드립니다.&nbsp;</p><p>&nbsp;자세한 상담을 위해 담당자가 전화드릴 예정이며, 현재 문의량이 많아 순차적으로 상담이 진행되는 점 양해 부탁드립니다.&nbsp;</p><p><br></p><p>&nbsp;*카카오톡 플러스친구(@리본카)를 통해 통화 편하신 시간과 성함/ 연락처를 남겨주시면 고객님의 시간에 맞춰서 전화드리도록 하겠습니다.&nbsp;</p><p>오늘도 행복한 하루 되시길 바랍니다. 감사합니다.&nbsp;</p>",오후 6:43:36,hanmh1028@autoplus.co.kr,오후 12:19:26
169,상담신청,자세한 견적받고싶어요,"<p>[리본카 고객센터]</p><p><br></p><p>&nbsp;안녕하세요 고객님, 리본카 고객센터 입니다.&nbsp;</p><p>&nbsp;에누리 사이트를 통해 홈페이지에 중고차 구입 관련 상담요청 남겨주셔서 문자 드립니다.&nbsp;</p><p>&nbsp;자세한 상담을 위해 담당자가 전화드릴 예정이며, 현재 문의량이 많아 순차적으로 상담이 진행되는 점 양해 부탁드립니다.&nbsp;</p><p><br></p><p>&nbsp;*카카오톡 플러스친구(@리본카)를 통해 통화 편하신 시간과 성함/ 연락처를 남겨주시면 고객님의 시간에 맞춰서 전화드리도록 하겠습니다.&nbsp;</p><p>오늘도 행복한 하루 되시길 바랍니다. 감사합니다.&nbsp;</p>",오후 6:42:41,hanmh1028@autoplus.co.kr,오후 12:19:07
168,문의,견적 받아보고싶어요,"<p>[리본카 고객센터]</p><p><br></p><p>&nbsp;안녕하세요 고객님, 리본카 고객센터 입니다.&nbsp;</p><p>&nbsp;에누리 사이트를 통해 홈페이지에 중고차 구입 관련 상담요청 남겨주셔서 문자 드립니다.&nbsp;</p><p>&nbsp;자세한 상담을 위해 담당자가 전화드릴 예정이며, 현재 문의량이 많아 순차적으로 상담이 진행되는 점 양해 부탁드립니다.&nbsp;</p><p><br></p><p>&nbsp;*카카오톡 플러스친구(@리본카)를 통해 통화 편하신 시간과 성함/ 연락처를 남겨주시면 고객님의 시간에 맞춰서 전화드리도록 하겠습니다.&nbsp;</p><p>오늘도 행복한 하루 되시길 바랍니다. 감사합니다.&nbsp;</p>",오후 6:41:54,hanmh1028@autoplus.co.kr,오후 12:18:33
167,상담신청합니다,신청합니다,"<p>[리본카 고객센터]</p><p>&nbsp;안녕하세요 고객님, 리본카 고객센터 입니다.&nbsp;</p><p>&nbsp;에누리 사이트를 통해 홈페이지에 중고차 구입 관련 상담요청 남겨주셔서 문자 드립니다.&nbsp;</p><p>&nbsp;자세한 상담을 위해 담당자가 전화드릴 예정이며, 현재 문의량이 많아 순차적으로 상담이 진행되는 점 양해 부탁드립니다.&nbsp;</p><p>&nbsp;</p><p>*카카오톡 플러스친구(@리본카)를 통해 통화 편하신 시간과 성함/ 연락처를 남겨주시면 고객님의 시간에 맞춰서 전화드리도록 하겠습니다.&nbsp;</p><p>&nbsp;</p><p>&nbsp;오늘도 행복한 하루 되시길 바랍니다. 감사합니다.&nbsp;</p><div><br></div>",오후 6:41:16,hanmh1028@autoplus.co.kr,오후 5:31:15
166,상담신청,상담신청해요~~,"<p>[리본카 고객센터]</p><p>&nbsp;안녕하세요 고객님, 리본카 고객센터 입니다.&nbsp;</p><p>&nbsp;에누리 사이트를 통해 홈페이지에 중고차 구입 관련 상담요청 남겨주셔서 문자 드립니다.&nbsp;</p><p>&nbsp;자세한 상담을 위해 담당자가 전화드릴 예정이며, 현재 문의량이 많아 순차적으로 상담이 진행되는 점 양해 부탁드립니다.&nbsp;</p><p>&nbsp;</p><p>*카카오톡 플러스친구(@리본카)를 통해 통화 편하신 시간과 성함/ 연락처를 남겨주시면 고객님의 시간에 맞춰서 전화드리도록 하겠습니다.&nbsp;</p><p>&nbsp;</p><p>&nbsp;오늘도 행복한 하루 되시길 바랍니다. 감사합니다.&nbsp;</p><div><br></div>",오후 6:38:59,hanmh1028@autoplus.co.kr,오후 5:31:23
165,신청,신청,"<p>[리본카 고객센터]</p><p>&nbsp;안녕하세요 고객님, 리본카 고객센터 입니다.&nbsp;</p><p>&nbsp;에누리 사이트를 통해 홈페이지에 중고차 구입 관련 상담요청 남겨주셔서 문자 드립니다.&nbsp;</p><p>&nbsp;자세한 상담을 위해 담당자가 전화드릴 예정이며, 현재 문의량이 많아 순차적으로 상담이 진행되는 점 양해 부탁드립니다.&nbsp;</p><p>&nbsp;</p><p>*카카오톡 플러스친구(@리본카)를 통해 통화 편하신 시간과 성함/ 연락처를 남겨주시면 고객님의 시간에 맞춰서 전화드리도록 하겠습니다.&nbsp;</p><p>&nbsp;</p><p>&nbsp;오늘도 행복한 하루 되시길 바랍니다. 감사합니다.&nbsp;</p><div><br></div>",오후 6:37:57,hanmh1028@autoplus.co.kr,오후 5:31:31
164,신청해여,신청해봅니다,"<p>[리본카 고객센터]</p><p>&nbsp;안녕하세요 고객님, 리본카 고객센터 입니다.&nbsp;</p><p>&nbsp;에누리 사이트를 통해 홈페이지에 중고차 구입 관련 상담요청 남겨주셔서 문자 드립니다.&nbsp;</p><p>&nbsp;자세한 상담을 위해 담당자가 전화드릴 예정이며, 현재 문의량이 많아 순차적으로 상담이 진행되는 점 양해 부탁드립니다.&nbsp;</p><p>&nbsp;</p><p>*카카오톡 플러스친구(@리본카)를 통해 통화 편하신 시간과 성함/ 연락처를 남겨주시면 고객님의 시간에 맞춰서 전화드리도록 하겠습니다.&nbsp;</p><p>&nbsp;</p><p>&nbsp;오늘도 행복한 하루 되시길 바랍니다. 감사합니다.&nbsp;</p><div><br></div>",오후 6:37:37,hanmh1028@autoplus.co.kr,오후 5:31:38
163,견적,가격문의드립니다,"<p>[리본카 고객센터]</p><p>&nbsp;안녕하세요 고객님, 리본카 고객센터 입니다.&nbsp;</p><p>&nbsp;에누리 사이트를 통해 홈페이지에 중고차 구입 관련 상담요청 남겨주셔서 문자 드립니다.&nbsp;</p><p>&nbsp;자세한 상담을 위해 담당자가 전화드릴 예정이며, 현재 문의량이 많아 순차적으로 상담이 진행되는 점 양해 부탁드립니다.&nbsp;</p><p>&nbsp;</p><p>*카카오톡 플러스친구(@리본카)를 통해 통화 편하신 시간과 성함/ 연락처를 남겨주시면 고객님의 시간에 맞춰서 전화드리도록 하겠습니다.&nbsp;</p><p>&nbsp;</p><p>&nbsp;오늘도 행복한 하루 되시길 바랍니다. 감사합니다.&nbsp;</p><div><br></div>",오후 6:36:54,hanmh1028@autoplus.co.kr,오후 5:31:45
162,중고차상담,상담남깁니다,"<p>[리본카 고객센터]</p><p>&nbsp;안녕하세요 고객님, 리본카 고객센터 입니다.&nbsp;</p><p>&nbsp;에누리 사이트를 통해 홈페이지에 중고차 구입 관련 상담요청 남겨주셔서 문자 드립니다.&nbsp;</p><p>&nbsp;자세한 상담을 위해 담당자가 전화드릴 예정이며, 현재 문의량이 많아 순차적으로 상담이 진행되는 점 양해 부탁드립니다.&nbsp;</p><p>&nbsp;</p><p>*카카오톡 플러스친구(@리본카)를 통해 통화 편하신 시간과 성함/ 연락처를 남겨주시면 고객님의 시간에 맞춰서 전화드리도록 하겠습니다.&nbsp;</p><p>&nbsp;</p><p>&nbsp;오늘도 행복한 하루 되시길 바랍니다. 감사합니다.&nbsp;</p><div><br></div>",오후 6:36:33,hanmh1028@autoplus.co.kr,오후 5:32:11
161,차량가격 상담,차량 가격이  정확한지 알고 싶네요,"<p>[리본카 고객센터]</p><p>&nbsp;안녕하세요 고객님, 리본카 고객센터 입니다.&nbsp;</p><p>&nbsp;에누리 사이트를 통해 홈페이지에 중고차 구입 관련 상담요청 남겨주셔서 문자 드립니다.&nbsp;</p><p>&nbsp;자세한 상담을 위해 담당자가 전화드릴 예정이며, 현재 문의량이 많아 순차적으로 상담이 진행되는 점 양해 부탁드립니다.&nbsp;</p><p>&nbsp;</p><p>*카카오톡 플러스친구(@리본카)를 통해 통화 편하신 시간과 성함/ 연락처를 남겨주시면 고객님의 시간에 맞춰서 전화드리도록 하겠습니다.&nbsp;</p><p>&nbsp;</p><p>&nbsp;오늘도 행복한 하루 되시길 바랍니다. 감사합니다.&nbsp;</p><div><br></div>",오후 6:35:16,hanmh1028@autoplus.co.kr,오후 5:32:21
160,견적문의드립니다,가격문의드려용,"<p>[리본카 고객센터]</p><p>&nbsp;안녕하세요 고객님, 리본카 고객센터 입니다.&nbsp;</p><p>&nbsp;에누리 사이트를 통해 홈페이지에 중고차 구입 관련 상담요청 남겨주셔서 문자 드립니다.&nbsp;</p><p>&nbsp;자세한 상담을 위해 담당자가 전화드릴 예정이며, 현재 문의량이 많아 순차적으로 상담이 진행되는 점 양해 부탁드립니다.&nbsp;</p><p>&nbsp;</p><p>*카카오톡 플러스친구(@리본카)를 통해 통화 편하신 시간과 성함/ 연락처를 남겨주시면 고객님의 시간에 맞춰서 전화드리도록 하겠습니다.&nbsp;</p><p>&nbsp;</p><p>&nbsp;오늘도 행복한 하루 되시길 바랍니다. 감사합니다.&nbsp;</p><div><br></div>",오후 6:34:58,hanmh1028@autoplus.co.kr,오후 5:32:31
159,문의,문의,"<p>[리본카 고객센터]</p><p>&nbsp;안녕하세요 고객님, 리본카 고객센터 입니다.&nbsp;</p><p>&nbsp;에누리 사이트를 통해 홈페이지에 중고차 구입 관련 상담요청 남겨주셔서 문자 드립니다.&nbsp;</p><p>&nbsp;자세한 상담을 위해 담당자가 전화드릴 예정이며, 현재 문의량이 많아 순차적으로 상담이 진행되는 점 양해 부탁드립니다.&nbsp;</p><p>&nbsp;</p><p>*카카오톡 플러스친구(@리본카)를 통해 통화 편하신 시간과 성함/ 연락처를 남겨주시면 고객님의 시간에 맞춰서 전화드리도록 하겠습니다.&nbsp;</p><p>&nbsp;</p><p>&nbsp;오늘도 행복한 하루 되시길 바랍니다. 감사합니다.&nbsp;</p><div><br></div>",오후 6:34:32,hanmh1028@autoplus.co.kr,오후 5:32:39
158,상담 신청,"안녕하세요.
차량 상담 신청합니다.","<p>[리본카 고객센터]</p><p>&nbsp;안녕하세요 고객님, 리본카 고객센터 입니다.&nbsp;</p><p>&nbsp;에누리 사이트를 통해 홈페이지에 중고차 구입 관련 상담요청 남겨주셔서 문자 드립니다.&nbsp;</p><p>&nbsp;자세한 상담을 위해 담당자가 전화드릴 예정이며, 현재 문의량이 많아 순차적으로 상담이 진행되는 점 양해 부탁드립니다.&nbsp;</p><p>&nbsp;</p><p>*카카오톡 플러스친구(@리본카)를 통해 통화 편하신 시간과 성함/ 연락처를 남겨주시면 고객님의 시간에 맞춰서 전화드리도록 하겠습니다.&nbsp;</p><p>&nbsp;</p><p>&nbsp;오늘도 행복한 하루 되시길 바랍니다. 감사합니다.&nbsp;</p><div><br></div>",오후 6:33:45,hanmh1028@autoplus.co.kr,오후 5:32:57
157,모하비 견적 궁금해요~,모하비 옵션 및 견적 상담 요청합니다,"<p>[리본카 고객센터]</p><p><br></p><p>&nbsp;안녕하세요 고객님, 리본카 고객센터 입니다.&nbsp;</p><p>&nbsp;에누리 사이트를 통해 홈페이지에 중고차 구입 관련 상담요청 남겨주셔서 문자 드립니다.&nbsp;</p><p>&nbsp;자세한 상담을 위해 담당자가 전화드릴 예정이며, 현재 문의량이 많아 순차적으로 상담이 진행되는 점 양해 부탁드립니다.&nbsp;</p><p><br></p><p>&nbsp;*카카오톡 플러스친구(@리본카)를 통해 통화 편하신 시간과 성함/ 연락처를 남겨주시면 고객님의 시간에 맞춰서 전화드리도록 하겠습니다.&nbsp;</p><p>오늘도 행복한 하루 되시길 바랍니다. 감사합니다.&nbsp;</p>",오후 6:33:24,hanmh1028@autoplus.co.kr,오후 12:18:04
156,리본카 중고차 문의해요,"에누리닷컴에서 보고 왔는데
소나타 하이브리드차에 관심이 가네요","<p>[리본카 고객센터]</p><p>안녕하세요, 조희경 고객님.&nbsp;</p><p>끝까지 책임지는 리본카 고객센터 입니다.&nbsp; 홈페이지에 문의주신 내용으로 문자 안내 드립니다.&nbsp;</p><p><br></p><p>*문의차량: 쏘나타 하이브리드</p><p><br></p><p>&nbsp;현재 저희 리본카에 LF쏘나타 하이브리드 차량은 준비중으로 확인되고 있습니다. 상품화가 완료되기까지는 약 1개월 정도 소요될 예정입니다.&nbsp;</p><p>&nbsp;해당 차량은 2016년식(회색)으로 주행거리 약 63,000km 입니다. 차량이 준비 완료되면 고객님께 먼저 알림톡/문자 발송드리겠습니다.&nbsp;</p><p>&nbsp;궁금하신 부분은 언제든지 리본카 고객센터 ☎1544-2277 또는 홈페이지로 문의 주시기 바랍니다.&nbsp; 최선을 다해 신속히 안내해 드리겠습니다.</p><p>&nbsp;오늘도 행복한 하루 되시길 바랍니다. 감사합니다.</p>",오후 6:33:23,hanmh1028@autoplus.co.kr,오후 2:17:11
155,상담신청,오전중 연락주세요,"<p>[리본카 고객센터]</p><p><br></p><p>&nbsp;안녕하세요 고객님, 리본카 고객센터 입니다.&nbsp;</p><p>&nbsp;에누리 사이트를 통해 홈페이지에 중고차 구입 관련 상담요청 남겨주셔서 문자 드립니다.&nbsp;</p><p>&nbsp;자세한 상담을 위해 담당자가 전화드릴 예정이며, 현재 문의량이 많아 순차적으로 상담이 진행되는 점 양해 부탁드립니다.&nbsp;</p><p><br></p><p>&nbsp;*카카오톡 플러스친구(@리본카)를 통해 통화 편하신 시간과 성함/ 연락처를 남겨주시면 고객님의 시간에 맞춰서 전화드리도록 하겠습니다.&nbsp;</p><p>오늘도 행복한 하루 되시길 바랍니다. 감사합니다.&nbsp;</p>",오후 6:32:54,hanmh1028@autoplus.co.kr,오후 12:17:06
154,상담신청,상담신청해요,"<p>[리본카 고객센터]</p><p>&nbsp;안녕하세요 고객님, 리본카 고객센터 입니다.&nbsp;</p><p>&nbsp;에누리 사이트를 통해 홈페이지에 중고차 구입 관련 상담요청 남겨주셔서 문자 드립니다.&nbsp;</p><p>&nbsp;자세한 상담을 위해 담당자가 전화드릴 예정이며, 현재 문의량이 많아 순차적으로 상담이 진행되는 점 양해 부탁드립니다.&nbsp;</p><p>&nbsp;</p><p>*카카오톡 플러스친구(@리본카)를 통해 통화 편하신 시간과 성함/ 연락처를 남겨주시면 고객님의 시간에 맞춰서 전화드리도록 하겠습니다.&nbsp;</p><p>&nbsp;</p><p>&nbsp;오늘도 행복한 하루 되시길 바랍니다. 감사합니다.&nbsp;</p><div><br></div>",오후 6:32:25,hanmh1028@autoplus.co.kr,오후 5:33:32
153,신청합니다,신청합니다.,"<p>[리본카 고객센터]</p><p>&nbsp;안녕하세요 고객님, 리본카 고객센터 입니다.&nbsp;</p><p>&nbsp;에누리 사이트를 통해 홈페이지에 중고차 구입 관련 상담요청 남겨주셔서 문자 드립니다.&nbsp;</p><p>&nbsp;자세한 상담을 위해 담당자가 전화드릴 예정이며, 현재 문의량이 많아 순차적으로 상담이 진행되는 점 양해 부탁드립니다.&nbsp;</p><p>&nbsp;</p><p>*카카오톡 플러스친구(@리본카)를 통해 통화 편하신 시간과 성함/ 연락처를 남겨주시면 고객님의 시간에 맞춰서 전화드리도록 하겠습니다.&nbsp;</p><p>&nbsp;</p><p>&nbsp;오늘도 행복한 하루 되시길 바랍니다. 감사합니다.&nbsp;</p><div><br></div>",오후 6:30:38,hanmh1028@autoplus.co.kr,오후 5:33:38
152,문의드려요,가격조정 문의요,"<p style=""letter-spacing: normal;"">[리본카 고객센터]</p><p style=""letter-spacing: normal;"">안녕하세요, 우창범 고객님.&nbsp;</p><p style=""letter-spacing: normal;"">끝까지 책임지는 리본카 고객센터 입니다.&nbsp;</p><p style=""letter-spacing: normal;"">에누리를 통해 홈페이지 상에 문의주신 내용으로 문자 안내 드립니다. </p><p style=""letter-spacing: normal;""><br></p><p style=""letter-spacing: normal;"">리본카의 경우 정가제로 판매되고 있습니다. 그 대신 리본카는 저희만의 정비센터인 ATC를 통해 신차 수준의 품질로 보수,개선이 이루어져 있으며, 차량 구매 후 1년 이내에 2회의 찾아가는 Care서비스를 무상 제공해드리고 있습니다.&nbsp;</p><p style=""letter-spacing: normal;"">&nbsp;궁금하신 부분은 언제든지 리본카 고객센터 ☎1544-2277 또는 홈페이지로 문의 주시기 바랍니다. 최선을 다해 신속히 안내해 드리겠습니다.</p><p style=""letter-spacing: normal;"">&nbsp;오늘도 행복한 하루 되시길 바랍니다. 감사합니다.&nbsp;&nbsp;</p>",오후 6:30:30,hanmh1028@autoplus.co.kr,오후 12:15:30
151,스파크 차량,상담,"<p><b>[리본카 고객센터]</b></p><p><b>&nbsp;안녕하세요 고객님, 리본카 고객센터 입니다.&nbsp;</b></p><p><b>&nbsp;에누리 사이트를 통해 홈페이지에 중고차 구입 관련 상담요청 남겨주셔서 문자 드립니다.&nbsp;</b></p><p><b>&nbsp;자세한 상담을 위해 담당자가 전화드릴 예정이며, 현재 문의량이 많아 순차적으로 상담이 진행되는 점 양해 부탁드립니다.&nbsp;</b></p><p><b>&nbsp;</b></p><p><b>*카카오톡 플러스친구(@리본카)를 통해 통화 편하신 시간과 성함/ 연락처를 남겨주시면 고객님의 시간에 맞춰서 전화드리도록 하겠습니다.&nbsp;</b></p><p><b>&nbsp;</b></p><p><b>&nbsp;오늘도 행복한 하루 되시길 바랍니다. 감사합니다.&nbsp;</b></p><div><br></div>",오후 6:30:21,hanmh1028@autoplus.co.kr,오후 5:33:56
150,상담,상담 신청합니다!,"<p>[리본카 고객센터]</p><p>&nbsp;안녕하세요 고객님, 리본카 고객센터 입니다.&nbsp;</p><p>&nbsp;에누리 사이트를 통해 홈페이지에 중고차 구입 관련 상담요청 남겨주셔서 문자 드립니다.&nbsp;</p><p>&nbsp;자세한 상담을 위해 담당자가 전화드릴 예정이며, 현재 문의량이 많아 순차적으로 상담이 진행되는 점 양해 부탁드립니다.&nbsp;</p><p>&nbsp;</p><p>*카카오톡 플러스친구(@리본카)를 통해 통화 편하신 시간과 성함/ 연락처를 남겨주시면 고객님의 시간에 맞춰서 전화드리도록 하겠습니다.&nbsp;</p><p>&nbsp;</p><p>&nbsp;오늘도 행복한 하루 되시길 바랍니다. 감사합니다.&nbsp;</p><div><br></div>",오후 6:29:44,hanmh1028@autoplus.co.kr,오후 5:34:07
149,상담,자세한 스펙과 가격 상담,"<p>[리본카 고객센터]</p><p><br></p><p>&nbsp;안녕하세요 고객님, 리본카 고객센터 입니다.&nbsp;</p><p>&nbsp;에누리 사이트를 통해 홈페이지에 중고차 구입 관련 상담요청 남겨주셔서 문자 드립니다.&nbsp;</p><p>&nbsp;자세한 상담을 위해 담당자가 전화드릴 예정이며, 현재 문의량이 많아 순차적으로 상담이 진행되는 점 양해 부탁드립니다.&nbsp;</p><p><br></p><p>&nbsp;*카카오톡 플러스친구(@리본카)를 통해 통화 편하신 시간과 성함/ 연락처를 남겨주시면 고객님의 시간에 맞춰서 전화드리도록 하겠습니다.&nbsp;</p><p>오늘도 행복한 하루 되시길 바랍니다. 감사합니다.&nbsp;</p>",오후 6:28:07,hanmh1028@autoplus.co.kr,오후 12:09:48
148,문의,가격문의드려요 지역도요,"<p>[리본카 고객센터]</p><p><br></p><p>&nbsp;안녕하세요 고객님, 리본카 고객센터 입니다.&nbsp;</p><p>&nbsp;에누리 사이트를 통해 홈페이지에 중고차 구입 관련 상담요청 남겨주셔서 문자 드립니다.&nbsp;</p><p>&nbsp;자세한 상담을 위해 담당자가 전화드릴 예정이며, 현재 문의량이 많아 순차적으로 상담이 진행되는 점 양해 부탁드립니다.&nbsp;</p><p><br></p><p>&nbsp;*카카오톡 플러스친구(@리본카)를 통해 통화 편하신 시간과 성함/ 연락처를 남겨주시면 고객님의 시간에 맞춰서 전화드리도록 하겠습니다.&nbsp;</p><p>오늘도 행복한 하루 되시길 바랍니다. 감사합니다.&nbsp;</p>",오후 6:27:39,hanmh1028@autoplus.co.kr,오후 12:09:28
147,중고차 상담신청,상담문의드립니다,"<p>[리본카 고객센터]</p><p>&nbsp;안녕하세요 고객님, 리본카 고객센터 입니다.&nbsp;</p><p>&nbsp;에누리 사이트를 통해 홈페이지에 중고차 구입 관련 상담요청 남겨주셔서 문자 드립니다.&nbsp;</p><p>&nbsp;자세한 상담을 위해 담당자가 전화드릴 예정이며, 현재 문의량이 많아 순차적으로 상담이 진행되는 점 양해 부탁드립니다.&nbsp;</p><p>&nbsp;</p><p>*카카오톡 플러스친구(@리본카)를 통해 통화 편하신 시간과 성함/ 연락처를 남겨주시면 고객님의 시간에 맞춰서 전화드리도록 하겠습니다.&nbsp;</p><p>&nbsp;</p><p>&nbsp;오늘도 행복한 하루 되시길 바랍니다. 감사합니다.&nbsp;</p><div><br></div>",오후 6:27:04,hanmh1028@autoplus.co.kr,오후 5:34:21
